CompanyCode,Category,ThisMonthRevenue,PreviousMonthRevenue,ThisMonthRevenueOfLastYear,RevenueGrowthRateFromLastMonth,RevenueGrowthRateInTheSameMonthLastYear,CumulativeRevenues,CumulativeRevenuesLastYear,GrowthRateOfCumulativeRevenues,CapitalStock,DataYear,DataMonth
2031,鋼鐵工業,789674,857680,834461,-7.929064452942822,-5.3671771358997,7948233,6965707,14.105187025523756,3071876,2020,10
2032,鋼鐵工業,263041,293646,220501,-10.422413382099537,19.29242951279133,2644796,2330298,13.496042137100062,1305215,2020,10
2033,鋼鐵工業,59315,62230,72538,-4.684235899084043,-18.22906614464143,628890,706783,-11.020780069696071,806945,2020,10
2034,鋼鐵工業,948429,1131724,1299248,-16.196086678377412,-27.001696365897807,10701348,13876671,-22.8824550210926,4071307,2020,10
2038,鋼鐵工業,557022,492258,677010,13.156515485781846,-17.723224176895467,6094104,6487257,-6.060388851559296,1812645,2020,10
2049,電機機械,1977041,2007872,1407133,-1.5355062474101937,40.50135985724164,17092821,17602747,-2.8968546784203624,3188662,2020,10
2059,電子零組件業,371900,358052,478768,3.867594651056271,-22.32145840991879,3909384,3974223,-1.6314887211915383,952970,2020,10
2062,其他,726869,829591,472998,-12.382246191195419,53.672742802295154,5775792,5181019,11.479845953083744,1630141,2020,10
2069,鋼鐵工業,672466,636764,812629,5.6067868158375775,-17.248092302883602,5834246,7333009,-20.438581215432848,1563868,2020,10
2101,橡膠工業,912574,931929,866783,-2.0768749550663195,5.282867799668429,8026233,9375592,-14.39225384381061,8339349,2020,10
2102,橡膠工業,520519,634606,380448,-17.977611305282334,36.81738371604003,4846006,3833249,26.42032907332657,4733292,2020,10
2103,橡膠工業,1997435,1998494,2242260,-0.05298990139575099,-10.918671340522508,19633980,24309591,-19.233606192716287,8257099,2020,10
2104,橡膠工業,1534441,1549276,1731103,-0.957544039925746,-11.36050252353557,13720707,20425432,-32.82537671663444,9847336,2020,10
2105,橡膠工業,8571569,9643242,8467266,-11.113202385670713,1.2318379982393373,78243032,91371393,-14.36813051542292,32414155,2020,10
2106,橡膠工業,2879154,2755305,2663092,4.494928873572981,8.113200745599476,24950276,27341521,-8.745837512112073,9094100,2020,10
2107,橡膠工業,129137,223979,186680,-42.34414833533501,-30.824405399614314,2560241,2231432,14.73533587400378,3423260,2020,10
2108,橡膠工業,1442770,1363278,980848,5.830945705864835,47.09414710536189,10249788,10395467,-1.401370424243567,4924166,2020,10
2109,橡膠工業,512638,419345,438423,22.247314263911576,16.927715927312207,3972748,4337516,-8.409605866583547,3323491,2020,10
2114,橡膠工業,140176,136826,141340,2.4483650768128866,-0.8235460591481534,1314120,1377895,-4.628436854767599,709015,2020,10
2115,汽車工業,260465,266235,234128,-2.16725824929104,11.248974919702043,2027892,2268473,-10.605416066226047,903663,2020,10
2201,汽車工業,7540911,6810349,6600315,10.727232921543372,14.250774394858427,67041611,70460308,-4.851947283568502,10000000,2020,10
2204,汽車工業,2820607,2734811,2809177,3.1371820575535203,0.4068807341082459,25692075,27211463,-5.583632162666154,5536203,2020,10
2206,汽車工業,3799312,3829444,2600783,-0.7868505192920957,46.083391040313636,32539924,28287227,15.033983359344484,8030776,2020,10
2207,汽車工業,20399524,18314502,19544582,11.384541059320094,4.374317138120427,189040021,170454612,10.903435689965372,5461791,2020,10
2208,航運業,2071838,2610245,1675724,-20.62668446831619,23.63837958995634,21713173,13289880,63.381257016617155,4729917,2020,10
2227,汽車工業,2292296,2122376,3029239,8.006121441252635,-24.32766117166721,23927309,26824463,-10.80041751441585,3000000,2020,10
2228,汽車工業,383993,354792,368258,8.230456154591986,4.272819599302664,2706030,3840577,-29.541055940292306,757802,2020,10
2231,汽車工業,385332,305338,385992,26.19850788306729,-0.17098799975129014,2664910,3426079,-22.21691327024275,1219166,2020,10
2233,汽車工業,229113,283616,199818,-19.21718097709579,14.660841365642733,2018572,1930691,4.5517900067903145,602880,2020,10
2236,汽車工業,109452,113191,146188,-3.303266160737161,-25.129285577475578,942301,1500179,-37.18742896680996,441907,2020,10
2239,汽車工業,1883545,1923209,1526049,-2.0623863553051183,23.426246470460647,16081324,17359737,-7.3642417508974924,1180070,2020,10
2241,電機機械,76645,77810,76793,-1.4972368590155507,-0.19272589949604785,684669,645700,6.035155645036395,847873,2020,10
2243,汽車工業,66306,27941,119926,137.30718299273468,-44.710905058119174,596664,1325561,-54.987812707223576,457185,2020,10
2247,汽車工業,3071460,4024185,2883812,-23.674980151260442,6.506942893642164,31703804,26633494,19.037344480600254,807087,2020,10
2301,電腦及週邊設備業,14100919,14762717,14646078,-4.482901081149223,-3.7222183303953456,129773627,148443115,-12.576863534560022,23508670,2020,10
2302,半導體業,92633,85069,38761,8.891605637776395,138.9850623048941,531887,411132,29.371345455960608,1663028,2020,10
2303,半導體業,15282825,14533813,14587122,5.15358220172504,4.769295821341592,146807386,120939705,21.388906976414408,124224014,2020,10
2305,電腦及週邊設備業,45928,58903,56953,-22.02774052255403,-19.35806717819957,444680,405126,9.763382256384434,2056608,2020,10
2308,電子零組件業,26152175,26804451,23115554,-2.4334615172681584,13.136700076493948,230204648,223053691,3.2059352920548623,25975433,2020,10
2312,其他電子業,12654462,12602426,11795957,0.4129046264584295,7.2779597280661505,103548987,114946420,-9.915431032997805,14665042,2020,10
2313,電子零組件業,6227201,6150150,6225170,1.252831231758575,0.0326256150434446,48615288,45062930,7.883104804769684,11918205,2020,10
2314,通信網路業,288686,300914,423911,-4.063619505905342,-31.899384540622915,3234570,4793513,-32.52193120160517,2280283,2020,10
2316,電子零組件業,324017,356744,456714,-9.173805305765477,-29.054725714560966,3885843,4243675,-8.432125457298214,1827405,2020,10
2317,其他電子業,612553870,466362634,595882399,31.347116029883303,2.7977787274767283,3960905583,4197372789,-5.6336955969149685,138629906,2020,10
2321,通信網路業,80872,92866,135781,-12.915383455731915,-40.43938400807182,912204,1327004,-31.258383546696173,945997,2020,10
2323,光電業,703597,855819,622295,-17.786704899049912,13.064864734571225,7667128,6147061,24.728353923932104,11588812,2020,10
2324,電腦及週邊設備業,112734561,95517314,98916490,18.025262938193592,13.969431183819804,827676734,811839811,1.9507448126364424,44071466,2020,10
2327,電子零組件業,7201405,7662169,3222832,-6.0134930461596445,123.44959340108328,52655557,34505497,52.60048855404112,4958754,2020,10
2328,電子零組件業,1798197,1817219,2066149,-1.0467643140425011,-12.968667796949784,16876601,21411002,-21.177901902956243,5183462,2020,10
2329,半導體業,1144655,1129859,1445866,1.3095439342431223,-20.83256678004739,11551015,14864025,-22.288781134315904,5571145,2020,10
2330,半導體業,119302707,127584492,106039531,-6.491216032744795,12.507765618088222,1097024461,858787914,27.741022331154976,259303804,2020,10
2331,電腦及週邊設備業,1883613,2669650,2256446,-29.443447642949447,-16.523018942177213,21009837,23574674,-10.879628706636622,5574029,2020,10
2332,通信網路業,1404643,1478816,1561031,-5.015701750589661,-10.018250758633236,12429220,14101553,-11.85921153506993,6519961,2020,10
2337,半導體業,3841479,4663492,3665950,-17.626555379531048,4.788090399487173,33484892,29080715,15.144665459566589,18563017,2020,10
2338,半導體業,421426,393251,344488,7.164635309255412,22.334014537516545,3777417,2790260,35.37867438876664,2527136,2020,10
2340,光電業,759382,650342,434980,16.766562823868057,74.57860131500298,4638442,4561839,1.6792131418929954,3786228,2020,10
2342,半導體業,155226,159045,136866,-2.401207205507875,13.414580684757357,1559539,1102471,41.45850548449801,1561861,2020,10
2344,半導體業,6864511,7477057,4321150,-8.192340917021228,58.85842889045741,47199830,40639916,16.141554032739634,39800001,2020,10
2345,通信網路業,4379859,5391875,4641922,-18.769277848614813,-5.645570950998316,43128953,46010685,-6.263179954830058,5593773,2020,10
2347,電子通路業,28556656,32485951,30522743,-12.095367009572847,-6.4413837249162045,262831609,277238028,-5.196407976181392,16679469,2020,10
2348,其他,379778,346859,156883,9.490599926771397,142.07721677938338,2687860,1022408,162.89504776957926,967835,2020,10
2349,光電業,574908,573929,623442,0.17057859073160614,-7.78484606426901,5439480,6529168,-16.689538391415258,6936796,2020,10
2351,半導體業,735528,762367,666186,-3.5204829170202796,10.408804748223467,6853570,7351596,-6.774392934541018,1821402,2020,10
2352,電腦及週邊設備業,18063637,19726029,16333214,-8.42740320416238,10.594503935355283,152628350,140225130,8.845219113007776,19667819,2020,10
2353,電腦及週邊設備業,25517060,29514820,17819295,-13.544924210955715,43.1990435087359,220002539,190520553,15.474438602957445,30478538,2020,10
2354,其他電子業,11966398,13589806,11051301,-11.945777592410073,8.280445895012724,82158234,84533791,-2.810186283967792,14144851,2020,10
2355,電子零組件業,1317858,1416913,1541972,-6.990902052560742,-14.534245758029327,12384627,15042946,-17.671531892755578,3974954,2020,10
2356,電腦及週邊設備業,42106279,51949735,48175786,-18.948038907224454,-12.59866730560452,424923561,419550561,1.2806561352685213,35874750,2020,10
2357,電腦及週邊設備業,39603348,47041752,29928417,-15.81234474430289,32.32690522856589,330058415,283970025,16.230019347992805,7427602,2020,10
2358,其他,188161,194839,170902,-3.4274452240054614,10.09877005535336,1351511,1377149,-1.8616721937858576,946161,2020,10
2359,其他電子業,233369,366985,287106,-36.409117538863995,-18.716780561883066,2828196,3145157,-10.077748106056392,1714710,2020,10
2360,其他電子業,1253419,1322605,1497747,-5.231040257673303,-16.31303551267337,12608027,10929573,15.356995190937466,4210944,2020,10
2362,電腦及週邊設備業,2038721,2046154,2000064,-0.36326688997993306,1.932788150779175,16811459,18603360,-9.632136345262364,6697630,2020,10
2363,半導體業,13279,11927,12887,11.335625052402113,3.041825095057034,128253,193415,-33.69025153168058,6309674,2020,10
2364,電腦及週邊設備業,91224,98471,105382,-7.359527170435967,-13.43493196181511,696391,673863,3.3431127692127327,1959324,2020,10
2365,電腦及週邊設備業,185580,229285,156614,-19.061430097913078,18.49515368996386,1367231,1330476,2.762545134222639,2345384,2020,10
2367,電子零組件業,1471783,1422847,2005220,3.4393016255437163,-26.602417689829544,11176670,18679004,-40.164529115149826,6194071,2020,10
2368,電子零組件業,1792222,2066798,1753220,-13.285091237750375,2.2245924641516748,19587831,15152657,29.269942558588895,5464878,2020,10
2369,半導體業,488162,459608,432766,6.212685592940072,12.800451052069711,4423234,3895583,13.54485323506135,3801023,2020,10
2371,電機機械,2351850,2478018,2782834,-5.091488439551287,-15.487233518061085,26475292,27352683,-3.2076962980194668,23395366,2020,10
2373,其他電子業,1104864,1231402,1083951,-10.275929387803496,1.9293307538809408,10488173,11327022,-7.405732945517364,2362025,2020,10
2374,光電業,361864,431285,447946,-16.09631682066383,-19.217048483522564,2850570,5823740,-51.05258819933582,2823628,2020,10
2375,電子零組件業,382095,429859,346141,-11.111550531685973,10.387096587806703,3631370,3802036,-4.488805471594693,1358441,2020,10
2376,電腦及週邊設備業,7358828,7931867,5780293,-7.22451599352334,27.3089097732589,68497393,51789475,32.261222960842915,6356888,2020,10
2377,電腦及週邊設備業,13838851,13640345,11810866,1.4552857717308472,17.17050214607464,118435796,100257017,18.132176224632737,8448561,2020,10
2379,半導體業,7441680,8173239,5685914,-8.950662032518565,30.879221880598262,63116653,49745221,26.879832336054953,5106848,2020,10
2380,電腦及週邊設備業,189693,178860,105550,6.056692385105669,79.71861676930365,1277267,1316696,-2.9945408811145477,1794440,2020,10
2382,電腦及週邊設備業,90339020,112374677,95753560,-19.609094849723128,-5.654661821450817,878167403,827966490,6.0631575802059325,38626274,2020,10
2383,電子零組件業,2475833,2614778,2311130,-5.313835438419629,7.126513869838563,22159310,20394181,8.655061951249722,3329182,2020,10
2385,電子零組件業,8723786,9657558,9280205,-9.668821041509664,-5.995761947069057,78351326,77194248,1.4989173804763276,7394603,2020,10
2387,電腦及週邊設備業,1911530,2290523,1264430,-16.54613378691242,51.177210284476004,16366175,10382861,57.626833297681635,1962979,2020,10
2388,半導體業,500062,674952,434731,-25.911472223209948,15.027913813369649,5248764,4552864,15.284884415611801,4933034,2020,10
2390,其他電子業,41241,45606,46582,-9.571109064596763,-11.465802241209051,436944,519543,-15.898395320502827,2140216,2020,10
2392,電子零組件業,8948344,9018174,11153791,-0.7743252680642445,-19.773070877874613,71290653,80560688,-11.506896515084382,5123269,2020,10
2393,光電業,1763774,2081342,1767432,-15.257848061491096,-0.2069669441313725,17816133,17270227,3.160965979196452,4433930,2020,10
2395,電腦及週邊設備業,3832625,4350336,4788639,-11.900483089122309,-19.964211125541095,42172834,45447526,-7.205435120934856,7713500,2020,10
2397,電腦及週邊設備業,666952,767803,723162,-13.135009891860282,-7.772808858872563,6924004,5513268,25.588017850755673,1146888,2020,10
2399,電腦及週邊設備業,234223,281011,197273,-16.64988203308767,18.730388851996977,1863014,1855335,0.4138875189655776,1781000,2020,10
2401,半導體業,620511,703519,442192,-11.798970603494716,40.326147917646644,5206519,4630838,12.431464888212457,5919949,2020,10
2402,電子零組件業,610697,637721,556185,-4.237589792401379,9.80105540422701,4342353,5209705,-16.648773778937578,3075365,2020,10
2404,其他電子業,2804289,3896920,2112054,-28.03832257269844,32.77544040067157,31612325,18855894,67.65222057357768,1905866,2020,10
2405,電腦及週邊設備業,131751,153911,252579,-14.397931271968865,-47.83770622260757,1404660,2721438,-48.38537567271421,3434273,2020,10
2406,光電業,865754,1269535,635149,-31.805424820898992,36.30722869751822,7808976,7006671,11.450587590026705,2859056,2020,10
2408,半導體業,4798034,5546635,4522071,-13.496489312889707,6.102579990451278,51030128,43134020,18.305986782590637,30926118,2020,10
2409,光電業,25725236,26078254,19975703,-1.353687252221717,28.78263157997493,216145597,226799188,-4.697367346835474,96242451,2020,10
2412,通信網路業,16708044,18872533,17538679,-11.468990410561213,-4.736018031916772,164837233,169826175,-2.9376755379434294,77574465,2020,10
2413,電子零組件業,348096,390879,309447,-10.945330908030362,12.489699366935213,3067854,3005244,2.0833582897095875,1273592,2020,10
2414,電子通路業,1648465,2135663,1875135,-22.812494293341228,-12.088196316531874,17863255,15473319,15.445529171860285,1617358,2020,10
2415,電子零組件業,197020,180183,164787,9.3443887603159,19.560402216194237,1535055,1835041,-16.347645638435328,800000,2020,10
2417,電腦及週邊設備業,943280,1229481,251485,-23.27819624703432,275.0840010338589,5769777,2416351,138.7805827878483,1928923,2020,10
2419,通信網路業,767400,1103166,906597,-30.43657980757202,-15.35379005225034,7771122,8756600,-11.254116894685152,3289862,2020,10
2420,電子零組件業,211242,226361,254713,-6.67915409456576,-17.066659338157066,1999172,2204826,-9.327448061661102,1526486,2020,10
2421,電子零組件業,1053828,1231150,1022556,-14.402956585306423,3.0582188163777833,10439726,9420948,10.813964794201178,2509297,2020,10
2423,其他電子業,199381,211779,224544,-5.854215951534384,-11.206266923186547,1809473,2087618,-13.323558237187074,1450472,2020,10
2424,電腦及週邊設備業,860,740,2368,16.216216216216218,-63.68243243243244,13192,18284,-27.849485889302127,189670,2020,10
2425,電腦及週邊設備業,412648,633953,363705,-34.90873929139857,13.456785031825245,3505462,3769673,-7.0088572669300495,1014988,2020,10
2426,光電業,199966,211803,197905,-5.588683824119584,1.0414087567267123,1982599,2102984,-5.724484827274008,3006222,2020,10
2427,資訊服務業,232404,243950,227199,-4.7329370772699315,2.2909431819682307,2201568,2055229,7.120325764184916,1843144,2020,10
2428,電子零組件業,541163,547277,489198,-1.1171673576634866,10.622488235847245,4754533,4780888,-0.5512574233071346,1281127,2020,10
2429,電子零組件業,84620,86500,117956,-2.1734104046242773,-28.26138560141069,684420,755735,-9.436508829153077,397482,2020,10
2430,電子通路業,1409972,1450399,1337788,-2.787301976904286,5.39577272333135,15958601,15987772,-0.1824581936745157,1664688,2020,10
2431,電子零組件業,184153,215020,280219,-14.355408799181474,-34.282471923745355,1912137,2540581,-24.736231594269185,1109270,2020,10
2433,其他電子業,348204,346198,354521,0.5794372006770692,-1.7818408500483751,3352562,3593674,-6.709345366329835,1444960,2020,10
2434,半導體業,12439,11126,14565,11.80118641021032,-14.596635770683145,108941,141030,-22.75331489753953,270000,2020,10
2436,半導體業,230853,256001,201369,-9.82339912734716,14.641777036187296,2093206,1923676,8.812814631985843,1780099,2020,10
2438,光電業,30044,31462,40656,-4.5070243468310975,-26.101928374655646,323569,351962,-8.067064058051724,952159,2020,10
2439,通信網路業,4188080,4964147,3456947,-15.633441153132653,21.149673396786238,25936421,31243766,-16.9868926812472,2089384,2020,10
2440,電子零組件業,285828,269219,236208,6.16932683057288,21.006909164803897,2285224,2218576,3.004089109410721,1391172,2020,10
2441,半導體業,1322080,1264132,1071791,4.584014960462991,23.352407325681966,11963664,9869910,21.213506506138355,5688459,2020,10
2442,電腦及週邊設備業,425870,398053,356567,6.988265381745647,19.436178894850052,3743957,3653537,2.474862030957946,2400593,2020,10
2443,其他,26629,23552,45687,13.064707880434785,-41.71427320682032,402458,749024,-46.26901140684411,1456870,2020,10
2444,通信網路業,156770,184477,162931,-15.019216487692232,-3.781355297641333,1396634,1242894,12.369518237275262,1055575,2020,10
2448,光電業,1397327,1399992,1367166,-0.1903582306184607,2.206096406727493,11749015,13320517,-11.797605153013205,10887014,2020,10
2449,半導體業,2234771,2389741,2370821,-6.484803164861798,-5.7385184288480655,24257017,20763120,16.827418037366257,12227450,2020,10
2450,通信網路業,2302499,2254093,2616487,2.147471288895356,-12.000365375406028,21712907,24267610,-10.527213021801488,2582526,2020,10
2451,半導體業,966152,995864,1153122,-2.9835399211137266,-16.214242725401128,9437172,11363227,-16.94989460300318,4290616,2020,10
2453,資訊服務業,595762,610851,536028,-2.470160481033836,11.143820845179727,4415439,4393418,0.5012270628471955,1000000,2020,10
2454,半導體業,30438836,37866211,22002624,-19.614782688450134,38.341845045390954,256179598,203515976,25.87689823426933,15900621,2020,10
2455,通信網路業,229601,220135,276836,4.300088582006496,-17.06244852548079,2117371,2064447,2.563592090278898,1849059,2020,10
2456,電子零組件業,1479225,1626522,1311561,-9.055948828235953,12.783545713847849,14388978,13189985,9.090177130603257,2565480,2020,10
2457,電子零組件業,863541,954309,827149,-9.51138467729006,4.399690986750875,7443704,8956810,-16.89335823803341,3376884,2020,10
2458,半導體業,1431674,1717919,990009,-16.66231062116433,44.61222069698356,11884381,7765011,53.05040778435472,3038803,2020,10
2459,電子通路業,597301,623455,632349,-4.1950100648803845,-5.542508962614,5209636,6279952,-17.0433786755058,1055956,2020,10
2460,電子零組件業,342959,358318,278650,-4.2864159768697085,23.078772653866853,2698732,2820403,-4.313957969836226,1692000,2020,10
2461,其他電子業,543316,504961,432882,7.595636098629399,25.511340272868814,4508435,4297413,4.910442631415691,1593246,2020,10
2462,電子零組件業,406609,427442,404022,-4.8738776255024066,0.6403116661963952,3679756,3906998,-5.816281451897338,1419345,2020,10
2464,其他電子業,781217,769531,911337,1.5185872953786137,-14.277923534323746,7199863,10628034,-32.255928048404805,1955312,2020,10
2465,電腦及週邊設備業,428451,416541,298302,2.8592623535258235,43.62994549148177,3446843,2922477,17.942519308107467,535873,2020,10
2466,光電業,69198,89992,57798,-23.106498355409368,19.723865877712036,1088317,2196801,-50.45900834895833,1563342,2020,10
2467,電子零組件業,329218,419251,285261,-21.474725164638844,15.409397008353753,3079081,3658106,-15.828546247703047,1492055,2020,10
2468,資訊服務業,135853,216040,228512,-37.116737641177565,-40.54885520235261,1810689,1687268,7.314842692447199,699612,2020,10
2471,資訊服務業,62484,64055,51712,-2.4525798142221533,20.83075495049505,591189,549880,7.5123663344729765,472538,2020,10
2472,電子零組件業,643077,710652,574518,-9.508873541480217,11.93330757260869,6320788,5761182,9.713388676143195,1292198,2020,10
2474,其他電子業,6212330,8095148,12117330,-23.258598854523722,-48.73185759569146,70035091,71812786,-2.475457504183169,7616180,2020,10
2476,電子零組件業,393740,441611,430036,-10.840083240680146,-8.440223609186207,3837670,4136781,-7.230525377098764,1849682,2020,10
2477,其他電子業,315011,338353,405965,-6.898712291600784,-22.40439446750336,2381223,3176992,-25.047875474662824,1982165,2020,10
2478,電子零組件業,445919,537793,374837,-17.083524701883434,18.96344277646017,4428708,3711537,19.3227495778703,1447674,2020,10
2480,資訊服務業,483706,509566,429924,-5.074906881542332,12.50965286887915,4452585,4368025,1.9358863559617905,1063602,2020,10
2481,半導體業,906334,990697,737326,-8.515519881457196,22.921746961316977,8399113,7521502,11.668028540044265,3328149,2020,10
2482,其他電子業,59396,54136,84756,9.716270134476137,-29.921185520789088,703029,842459,-16.55036031427049,620725,2020,10
2483,電子零組件業,144952,158859,143731,-8.754304131336594,0.8495035865610063,1454452,1500234,-3.051657274798465,1090938,2020,10
2484,電子零組件業,227955,255641,192161,-10.830031176532717,18.62708874329339,2112462,1921037,9.964670123480182,1594210,2020,10
2485,通信網路業,737449,803040,423944,-8.167837218569437,73.94962542222558,6515266,6579562,-0.9772079053286524,3176890,2020,10
2486,光電業,371114,403734,308690,-8.079577147329678,20.222229421102078,3359624,3026407,11.010316854276375,2019585,2020,10
2488,其他電子業,189706,232485,211141,-18.400757038088482,-10.151983745459196,1437052,2185960,-34.2599132646526,799994,2020,10
2489,光電業,1794638,1874502,1420116,-4.260544934067822,26.372634348180014,13363928,12444838,7.385311082394162,8093620,2020,10
2491,光電業,20892,18185,44829,14.885894968380532,-53.396239041691764,174390,284519,-38.7070810736717,820080,2020,10
2492,電子零組件業,3279048,3562907,2103332,-7.967061727965394,55.89778503821555,28751227,25533237,12.603141544489642,4858000,2020,10
2493,電子零組件業,194232,231360,204235,-16.047717842323653,-4.8977893113325335,2097135,2058879,1.8580985089458877,1144373,2020,10
2495,其他電子業,100469,96067,124880,4.582218659893616,-19.547565663036515,940216,1131970,-16.939848229193352,2735515,2020,10
2496,其他,59017,60102,83297,-1.8052643838807358,-29.14870883705295,659729,739102,-10.739113139999619,191854,2020,10
2497,汽車工業,167543,157519,166008,6.363676762803219,0.924654233530914,1250718,1882311,-33.55412575286443,1187984,2020,10
2498,通信網路業,429561,816740,655638,-47.4054166564635,-34.481985485893134,4635865,8856627,-47.656540125264385,8186443,2020,10
2501,建材營造,916388,1102410,2054634,-16.874121243457516,-55.39896643392449,6731759,8573349,-21.480403982154463,11595610,2020,10
2504,建材營造,1749218,1710250,1685285,2.2784972957170004,3.7936016756809683,14952536,15387259,-2.825214029347267,11800000,2020,10
2505,建材營造,-1040,185047,151040,-100.56201937886051,-100.6885593220339,10807347,1289271,738.2525473697928,6965824,2020,10
2506,建材營造,1274872,43656,71575,2820.267546270845,1681.169402724415,1909068,689042,177.061195108571,3870000,2020,10
2509,建材營造,120299,65222,92525,84.4454325227684,30.017833018103214,753656,1525640,-50.60066595002753,2245505,2020,10
2511,建材營造,1272842,903053,1006033,40.94875937514188,26.520899413836325,8956958,9780068,-8.416199151171545,16233261,2020,10
2514,其他,769730,1017287,758910,-24.33502050060602,1.4257290060745016,7999407,6108318,30.95924278991369,3947292,2020,10
2515,建材營造,1194677,1235000,946961,-3.26502024291498,26.15904984471377,10885078,10158274,7.154798147795581,15308998,2020,10
2516,建材營造,562063,696071,582938,-19.25205905719388,-3.5809983222915647,5032467,5885145,-14.48864896276982,2262784,2020,10
2520,建材營造,2282959,1262003,1736588,80.89964920844086,31.462327276245144,16055446,10879570,47.574269938977366,5037910,2020,10
2524,建材營造,690450,859548,703362,-19.672897848636726,-1.835754561662416,7068231,4544845,55.521937491817646,3711930,2020,10
2527,建材營造,294779,233167,385450,26.423979379586306,-23.523414191205088,2149084,5686070,-62.204404799800216,2703060,2020,10
2528,建材營造,169473,21,21,806914.2857142857,806914.2857142857,169662,1319,12762.92645943897,3299974,2020,10
2530,建材營造,46855,703,656,6565.007112375533,7042.530487804878,85908,8599,899.0464007442724,2707524,2020,10
2534,建材營造,474802,271881,602365,74.63596205692932,-21.177027217716837,2135160,5315551,-59.831821762221836,5927849,2020,10
2535,建材營造,1368727,1078416,868528,26.920131006958357,57.59158023690657,12041701,8616816,39.74652586291735,3211855,2020,10
2536,建材營造,344710,741024,106614,-53.48193850671503,223.32526685050743,3800833,2307862,64.69065308064347,3328086,2020,10
2538,建材營造,12839,21879,11564,-41.31815896521779,11.025596679349706,195810,148202,32.123723026679805,4384487,2020,10
2539,建材營造,515222,19249,568195,2576.6169671151747,-9.323031705664427,2672107,3437390,-22.263490613517813,5566798,2020,10
2540,建材營造,356717,572349,223363,-37.67491513045361,59.70281559613723,3589617,1757563,104.23831179878047,1466000,2020,10
2542,建材營造,1937945,4509736,1500562,-57.027528884174146,29.14794590293503,19753279,18726593,5.48250287705831,12832916,2020,10
2543,建材營造,630913,596821,536266,5.712265486636697,17.649263611715078,5151162,4455236,15.620407089545873,2419837,2020,10
2545,建材營造,486428,1621105,320126,-69.99404727022619,51.94892011270562,5166558,2286927,125.9170493854854,3277348,2020,10
2546,建材營造,1091483,860732,772878,26.808693065902048,41.22319434632633,11325589,9082365,24.69867705162697,1060356,2020,10
2547,建材營造,379765,855406,407546,-55.60412248686588,-6.816653825580425,5297164,5062340,4.638645369532667,9000946,2020,10
2548,建材營造,190507,705136,2294035,-72.98294229765605,-91.6955495447977,10037875,19076348,-47.38052063214615,2768127,2020,10
2597,建材營造,1437264,1419242,1287603,1.2698327698870242,11.623225481767285,10820321,8974520,20.567127824106468,1350000,2020,10
2601,貿易百貨,626540,719017,600278,-12.861587417265515,4.374972929209466,5130352,6406305,-19.917144125982137,6308831,2020,10
2603,航運業,20303104,19354963,15986060,4.898697042200494,27.00505315255917,163003090,158576527,2.7914364652468397,48129737,2020,10
2605,航運業,307170,280116,377008,9.658141627040226,-18.52427534694224,3515825,3121547,12.630852586874392,5853532,2020,10
2606,航運業,775973,950312,884559,-18.345448652653022,-12.275721574253385,6892326,8402781,-17.975655916773267,8450557,2020,10
2607,航運業,579925,578383,650487,0.2666053462843825,-10.847564978239381,5828625,6455772,-9.714515940154019,10671410,2020,10
2608,航運業,992833,1116177,1050457,-11.050577103810596,-5.485612452484966,10112721,9728336,3.951189597069838,4670004,2020,10
2609,航運業,14503826,13557209,11687288,6.9823884842374255,24.099157991143883,119750895,124946899,-4.1585697937169295,26013357,2020,10
2610,航運業,9653195,8853298,14295897,9.035017233126004,-32.47576559903866,95067514,140587488,-32.378396290856266,54209846,2020,10
2611,航運業,52098,50636,74554,2.8872738762935466,-30.12044960699627,496881,747149,-33.49639763956051,1729942,2020,10
2612,航運業,267984,257142,309163,4.2163473878246265,-13.319511066977613,2608824,3151621,-17.222787892325886,1974845,2020,10
2613,航運業,228652,254887,248972,-10.292796415666553,-8.161560336102049,2336315,2371336,-1.4768468070319851,1484234,2020,10
2614,貿易百貨,435835,463408,365890,-5.9500483375340965,19.11640110415699,3834332,2460202,55.854356674777115,5567898,2020,10
2615,航運業,7970976,7062932,6063445,12.856473770383179,31.45952507196816,61904762,60137346,2.9389657468422365,22182974,2020,10
2616,油電燃氣業,1293921,1391048,1508209,-6.982289611860986,-14.208110414405429,13169573,14927840,-11.778442159079948,1372818,2020,10
2617,航運業,206889,201865,269333,2.4887920144651132,-23.184682159260102,2066986,2633402,-21.508907489247747,4172944,2020,10
2618,航運業,6598385,5928342,15374504,11.302367508487196,-57.0822902644534,74523400,149080136,-50.01118056398875,48535694,2020,10
2630,航運業,333918,389166,330703,-14.19651254220564,0.9721714045533304,3372429,3157874,6.794286282479923,1201200,2020,10
2633,航運業,3897049,3364751,4044502,15.819833324962234,-3.64576405203904,31526072,39352101,-19.88719484126146,56282930,2020,10
2634,航運業,1864598,1653395,2600029,12.77389855418699,-28.285492200279304,16860856,23179981,-27.26113105959837,9418671,2020,10
2636,航運業,1448297,1398769,1036081,3.5408276849143783,39.786078501584335,11735450,9297979,26.215062434535504,1171574,2020,10
2637,航運業,1088679,1019377,1185533,6.798466121954879,-8.169658710470312,9743853,11606235,-16.046392305515095,7464091,2020,10
2642,航運業,300163,356032,292829,-15.692128797411465,2.504533362474345,3267092,3052876,7.016858857025309,954670,2020,10
