CapitalStock,Category,CompanyCode,CompanyName,CumulativeRevenues,CumulativeRevenuesLastYear,EPS,GrowthRateOfCumulativeRevenues,PreviousMonthRevenue,RevenueGrowthRateFromLastMonth,RevenueGrowthRateInTheSameMonthLastYear,ThisMonthRevenue,ThisMonthRevenueOfLastYear,YearMonth
694650000,生技醫療業,1783,和康生,354229,371184,0.698674321174622,-4.567815423078581,51287,-62.050812096632676,-36.88426241203749,19463,30837,109/10
610050000,生技醫療業,1786,科妍,385936,346556,2.07677340507507,11.363242881381364,23850,113.76100628930817,32.44141944199096,50982,38494,109/10
7907392220,生技醫療業,1789,神隆,2520457,2290645,0.366912990808487,10.032632730082575,268571,15.994280841937513,43.28746078909362,311527,217414,109/10
2453039640,生技醫療業,1795,美時,8620083,6786061,2.29340195655823,27.026311729293326,1020621,0.261507454775083,38.35834255010181,1023290,739594,109/10
29080608000,玻璃陶瓷,1802,台玻,32662156,34126621,-0.235750287771225,-4.2912686843505545,4199290,-1.7174569986831107,9.763381435402627,4127169,3760060,109/10
1002654000,建材營造,1805,寶徠,126954,127160,-1.49728286266327,-0.16200062912865681,108,84.25925925925925,-99.10247158578387,199,22172,109/10
4337820780,玻璃陶瓷,1806,冠軍,3039250,3926369,-1.55253398418427,-22.593877447585797,264681,15.101197290323068,-24.603280668408964,304651,404064,109/10
3699966370,建材營造,1808,潤隆,5609962,2874230,-0.412048190832138,95.18138771079559,1794914,-75.30416499063465,58.18098769220887,443269,280229,109/10
1670419370,玻璃陶瓷,1809,中釉,1515090,1902072,-0.740774512290955,-20.345286613755945,209589,-15.494133757019691,-4.631264942169764,177115,185716,109/10
3698536100,玻璃陶瓷,1810,和成,4175640,4458166,-0.353468149900436,-6.337269630605949,558710,-26.43518104204328,-8.259899111646801,411014,448020,109/10
726000000,玻璃陶瓷,1817,凱撒衛,1886499,1863922,2.48461842536926,1.2112631322555343,205573,-0.9991584497964227,-9.304854299707218,203519,224399,109/10
2600391210,造紙工業,1903,士紙,131398,138661,-0.987552285194397,-5.237954435637995,13217,14.700764167360218,18.446753652629113,15160,12799,109/10
11082745220,造紙工業,1904,正隆,32279584,32412422,2.56360554695129,-0.40983669779444437,3778583,-10.916261466269233,-4.43660630307318,3366103,3522377,109/10
11028353160,造紙工業,1905,華紙,15155600,17319674,0.0737830698490143,-12.494888760608312,1539235,3.955926158124003,-3.333931407534406,1600126,1655313,109/10
1510000000,造紙工業,1906,寶隆,1117692,1042405,1.80699515342712,7.222432739674119,85805,18.791445719946392,-13.112895526459356,101929,117312,109/10
16603714950,造紙工業,1907,永豐餘,59069726,61648310,1.14626359939575,-4.182732665339893,6635793,1.6203790564292768,8.283236833641082,6743318,6227481,109/10
12176857270,造紙工業,1909,榮成,32724216,38973230,-0.712716937065125,-16.034118804112463,4189910,-0.24217703960228262,5.099579955015835,4179763,3976955,109/10
157731289960,鋼鐵工業,2002,中鋼,254266097,309483414,0.414381176233292,-17.841769381541074,26127823,3.67784947104089,-2.128065538237443,27088765,27677766,109/10
10040606080,鋼鐵工業,2006,東和鋼鐵,34009045,37520402,1.61604988574982,-9.35852712878716,3690315,6.067124351173274,5.9939689054180745,3914211,3692862,109/10
5306516130,鋼鐵工業,2007,燁興,4608640,5676919,-1.63465583324432,-18.817936278463723,461587,5.212885111582432,2.269884389411839,485649,474870,109/10
2008522930,鋼鐵工業,2008,高興昌,756333,996677,1.66292154788971,-24.11453259180256,89423,6.934457578028024,69.29395935132072,95624,56484,109/10
3596221650,鋼鐵工業,2009,第一銅,1824303,2110657,0.373834282159805,-13.567055187081557,198501,-6.601981853995698,-10.976874615857406,185396,208256,109/10
6476553900,鋼鐵工業,2010,春源,15470964,13548647,0.549911856651306,14.188258060011453,1695910,3.071920090099121,15.666838489905329,1748007,1511243,109/10
2877740000,鋼鐵工業,2012,春雨,6434800,7809987,1.40317904949188,-17.608057478200667,681066,-2.866829352808685,-16.2124816033518,661541,789546,109/10
2000000000,鋼鐵工業,2013,中鋼構,10579754,13550309,0.90868866443634,-21.922415201011283,1050965,10.6027317750829,16.360731521513895,1162396,998959,109/10
14355444460,鋼鐵工業,2014,中鴻,30374535,35505454,0.0379094183444977,-14.451072784479816,3415540,-6.84664796781768,36.99454121302359,3181690,2322494,109/10
5815994240,鋼鐵工業,2015,豐興,21981315,22980750,2.93285012245178,-4.349009497079077,2303545,-0.5304867063591118,-3.301014878812126,2291325,2369544,109/10
3418674620,鋼鐵工業,2017,官田鋼,2816985,3353027,-0.42070946097374,-15.98680833766027,337016,-2.3672466589123364,33.050549326130295,329038,247303,109/10
2225261000,鋼鐵工業,2020,美亞,4171841,3782997,2.40179133415222,10.278728743374632,422015,-5.8355745648851345,14.687615441448097,397388,346496,109/10
4797519760,鋼鐵工業,2022,聚亨,6761438,9595278,-0.36607226729393,-29.533693552182648,686857,-19.072965697372233,-42.363473664236516,555853,964411,109/10
18905695180,鋼鐵工業,2023,燁輝,44509973,50244332,-0.524436950683594,-11.41294703649359,4909104,9.522572754620802,17.90271044066014,5376577,4560181,109/10
975000000,鋼鐵工業,2024,志聯,933005,1040560,-0.492499202489853,-10.336261243945568,111947,-5.852769614192431,3.959321766405934,105395,101381,109/10
2811672620,鋼鐵工業,2025,千興,645288,1020994,-1.203484416008,-36.79806149693338,87989,-77.34830490174909,-83.56029924857923,19931,121237,109/10
16584658530,鋼鐵工業,2027,大成鋼,48165777,68573843,0.893812298774719,-29.760715029490182,5005162,5.7367573716894675,-19.115529179060896,5292296,6543031,109/10
3257148000,鋼鐵工業,2028,威致,6934159,8011128,0.739808678627014,-13.443412712916333,809010,16.96517966403382,17.95649772940037,946260,802211,109/10
3211800000,鋼鐵工業,2029,盛餘,7530702,8389441,0.0211319029331207,-10.235950166405605,827119,2.1186794161420544,5.213443117129013,844643,802790,109/10
2805260270,鋼鐵工業,2030,彰源,8603169,10142112,0.401770740747452,-15.173792204227285,980460,-10.682842747281889,-11.953529524135089,875719,994610,109/10
3071876990,鋼鐵工業,2031,新光鋼,7948233,6965707,-0.751627564430237,14.105187025523755,857680,-7.929064452942822,-5.3671771358997,789674,834461,109/10
1305215450,鋼鐵工業,2032,新鋼,2644796,2330298,0.546308159828186,13.496042137100062,293646,-10.422413382099535,19.292429512791326,263041,220501,109/10
806945360,鋼鐵工業,2033,佳大,628890,706783,0.240924268960953,-11.020780069696073,62230,-4.684235899084043,-18.22906614464143,59315,72538,109/10
4071307430,鋼鐵工業,2034,允強,10701348,13876671,0.608684659004211,-22.882455021092596,1131724,-16.196086678377412,-27.00169636589781,948429,1299248,109/10
1812645220,鋼鐵工業,2038,海光,6094104,6487257,-0.820528388023376,-6.060388851559296,492258,13.156515485781846,-17.723224176895467,557022,677010,109/10
3188662520,電機機械,2049,上銀,17092821,17602747,5.57036209106445,-2.8968546784203624,2007872,-1.5355062474101935,40.50135985724164,1977041,1407133,109/10
952970720,電子零組件業,2059,川湖,3909384,3974223,14.7309522628784,-1.6314887211915385,358052,3.867594651056271,-22.32145840991879,371900,478768,109/10
1630141520,其他,2062,橋椿,5775792,5181019,3.43802714347839,11.479845953083746,829591,-12.38224619119542,53.67274280229515,726869,472998,109/10
1563868360,鋼鐵工業,2069,運錩,5834246,7333009,-0.0759235322475433,-20.438581215432848,636764,5.606786815837578,-17.248092302883602,672466,812629,109/10
8339349040,橡膠工業,2101,南港,8026233,9375592,0.808377742767334,-14.39225384381061,931929,-2.0768749550663195,5.282867799668429,912574,866783,109/10
4733292070,橡膠工業,2102,泰豐,4846006,3833249,-1.12921273708344,26.42032907332657,634606,-17.977611305282334,36.817383716040034,520519,380448,109/10
8257099780,橡膠工業,2103,台橡,19633980,24309591,0.569531083106995,-19.233606192716284,1998494,-0.052989901395751,-10.918671340522508,1997435,2242260,109/10
9847336250,橡膠工業,2104,國際中橡,13720707,20425432,1.65043938159943,-32.82537671663444,1549276,-0.957544039925746,-11.360502523535573,1534441,1731103,109/10
32414155360,橡膠工業,2105,正新,78243032,91371393,2.73616480827332,-14.368130515422918,9643242,-11.11320238567071,1.2318379982393373,8571569,8467266,109/10
9094100000,橡膠工業,2106,建大,24950276,27341521,0.883396625518799,-8.745837512112073,2755305,4.49492887357298,8.113200745599476,2879154,2663092,109/10
3423260000,橡膠工業,2107,厚生,2560241,2231432,3.33675122261047,14.735335874003779,223979,-42.34414833533501,-30.824405399614314,129137,186680,109/10
4924166590,橡膠工業,2108,南帝,10249788,10395467,3.05472922325134,-1.401370424243567,1363278,5.830945705864835,47.09414710536189,1442770,980848,109/10
3323491340,橡膠工業,2109,華豐,3972748,4337516,-0.283577293157578,-8.409605866583547,419345,22.247314263911576,16.927715927312207,512638,438423,109/10
709015520,橡膠工業,2114,鑫永銓,1314120,1377895,5.86806774139404,-4.628436854767599,136826,2.4483650768128866,-0.8235460591481534,140176,141340,109/10
903663750,汽車工業,2115,六暉-KY,2027892,2268473,3.21931982040405,-10.605416066226047,266235,-2.1672582492910397,11.248974919702043,260465,234128,109/10
10000000000,汽車工業,2201,裕隆,67041611,70460308,-16.2758693695068,-4.851947283568502,6810349,10.727232921543374,14.250774394858427,7540911,6600315,109/10
5536203420,汽車工業,2204,中華,25692075,27211463,-0.65038800239563,-5.583632162666153,2734811,3.1371820575535203,0.40688073410824593,2820607,2809177,109/10
8030776040,汽車工業,2206,三陽工業,32539924,28287227,2.5650782585144,15.033983359344484,3829444,-0.7868505192920957,46.08339104031363,3799312,2600783,109/10
5461791840,汽車工業,2207,和泰車,189040021,170454612,16.3372077941895,10.903435689965374,18314502,11.384541059320096,4.374317138120427,20399524,19544582,109/10
4729917490,航運業,2208,台船,21713173,13289880,-1.67905795574188,63.381257016617155,2610245,-20.626684468316192,23.63837958995634,2071838,1675724,109/10
3000000000,汽車工業,2227,裕日車,23927309,26824463,8.74492931365967,-10.800417514415852,2122376,8.006121441252635,-24.327661171667206,2292296,3029239,109/10
757802810,汽車工業,2228,劍麟,2706030,3840577,8.19823455810547,-29.541055940292306,354792,8.230456154591986,4.272819599302663,383993,368258,109/10
1219166650,汽車工業,2231,為升,2664910,3426079,6.24820280075073,-22.216913270242745,305338,26.19850788306729,-0.17098799975129017,385332,385992,109/10
602880890,汽車工業,2233,宇隆,2018572,1930691,6.3850359916687,4.5517900067903145,283616,-19.21718097709579,14.660841365642735,229113,199818,109/10
441907660,汽車工業,2236,百達-KY,942301,1500179,0.626827836036682,-37.18742896680996,113191,-3.303266160737161,-25.129285577475578,109452,146188,109/10
1180070000,汽車工業,2239,英利-KY,16081324,17359737,4.73439645767212,-7.364241750897493,1923209,-2.062386355305118,23.426246470460647,1883545,1526049,109/10
847873060,電機機械,2241,艾姆勒,684669,645700,3.73816227912903,6.035155645036395,77810,-1.4972368590155507,-0.19272589949604782,76645,76793,109/10
457185290,汽車工業,2243,宏旭-KY,596664,1325561,-0.516344904899597,-54.98781270722358,27941,137.30718299273468,-44.710905058119174,66306,119926,109/10
807087350,汽車工業,2247,汎德永業,31703804,26633494,4.29366254806519,19.037344480600254,4024185,-23.674980151260442,6.506942893642165,3071460,2883812,109/10
23508670320,電腦及週邊設備業,2301,光寶科,129773627,148443115,3.38918328285217,-12.576863534560022,14762717,-4.4829010811492225,-3.7222183303953456,14100919,14646078,109/10
1663028810,半導體業,2302,麗正,531887,411132,-0.374033182859421,29.371345455960615,85069,8.891605637776394,138.9850623048941,92633,38761,109/10
124224014930,半導體業,2303,聯電,146807386,120939705,0.474978476762772,21.388906976414404,14533813,5.1535822017250394,4.769295821341592,15282825,14587122,109/10
2056608270,電腦及週邊設備業,2305,全友,444680,405126,0.587583422660828,9.763382256384434,58903,-22.02774052255403,-19.35806717819957,45928,56953,109/10
25975433290,電子零組件業,2308,台達電,230204648,223053691,8.14547729492188,3.2059352920548623,26804451,-2.4334615172681584,13.136700076493948,26152175,23115554,109/10
14665042110,其他電子業,2312,金寶,103548987,114946420,0.466908127069473,-9.915431032997809,12602426,0.4129046264584295,7.2779597280661505,12654462,11795957,109/10
11918205890,電子零組件業,2313,華通,48615288,45062930,3.21840524673462,7.883104804769685,6150150,1.252831231758575,0.0326256150434446,6227201,6225170,109/10
2280283200,通信網路業,2314,台揚,3234570,4793513,0.155131012201309,-32.52193120160517,300914,-4.063619505905342,-31.899384540622915,288686,423911,109/10
1827405360,電子零組件業,2316,楠梓電,3885843,4243675,0.579342722892761,-8.432125457298214,356744,-9.173805305765478,-29.054725714560973,324017,456714,109/10
138629906090,其他電子業,2317,鴻海,3960905583,4197372789,8.29000473022461,-5.6336955969149685,466362634,31.347116029883303,2.7977787274767283,612553870,595882399,109/10
945997770,通信網路業,2321,東訊,912204,1327004,-1.07906377315521,-31.258383546696166,92866,-12.915383455731915,-40.43938400807182,80872,135781,109/10
11588812000,光電業,2323,中環,7667128,6147061,-0.232185691595078,24.728353923932104,855819,-17.786704899049916,13.064864734571223,703597,622295,109/10
44071466250,電腦及週邊設備業,2324,仁寶,827676734,811839811,1.63545095920563,1.9507448126364426,95517314,18.025262938193592,13.969431183819806,112734561,98916490,109/10
4958754540,電子零組件業,2327,國巨,52655557,34505497,14.9481678009033,52.600488554041114,7662169,-6.0134930461596445,123.44959340108328,7201405,3222832,109/10
5183462820,電子零組件業,2328,廣宇,16876601,21411002,2.09719586372375,-21.177901902956247,1817219,-1.0467643140425011,-12.968667796949784,1798197,2066149,109/10
5571145330,半導體業,2329,華泰,11551015,14864025,1.17579424381256,-22.288781134315908,1129859,1.3095439342431223,-20.83256678004739,1144655,1445866,109/10
259303804580,半導體業,2330,台積電,1097024461,858787914,13.5487661361694,27.741022331154976,127584492,-6.491216032744795,12.50776561808822,119302707,106039531,109/10
5574029680,電腦及週邊設備業,2331,精英,21009837,23574674,-0.961376786231995,-10.879628706636622,2669650,-29.44344764294945,-16.523018942177213,1883613,2256446,109/10
6519961660,通信網路業,2332,友訊,12429220,14101553,-1.25262868404388,-11.859211535069932,1478816,-5.015701750589661,-10.018250758633236,1404643,1561031,109/10
18563017020,半導體業,2337,旺宏,33484892,29080715,0.192783623933792,15.144665459566589,4663492,-17.626555379531048,4.788090399487173,3841479,3665950,109/10
2527136110,半導體業,2338,光罩,3777417,2790260,1.93799316883087,35.37867438876664,393251,7.164635309255412,22.334014537516545,421426,344488,109/10
3786228460,光電業,2340,光磊,4638442,4561839,1.60387337207794,1.6792131418929954,650342,16.766562823868057,74.57860131500298,759382,434980,109/10
1561861440,半導體業,2342,茂矽,1559539,1102471,-2.32953953742981,41.458505484498005,159045,-2.401207205507875,13.414580684757354,155226,136866,109/10
39800001930,半導體業,2344,華邦電,47199830,40639916,-0.303596943616867,16.141554032739634,7477057,-8.192340917021228,58.858428890457404,6864511,4321150,109/10
5593773970,通信網路業,2345,智邦,43128953,46010685,5.84435749053955,-6.263179954830058,5391875,-18.769277848614813,-5.645570950998315,4379859,4641922,109/10
16679469680,電子通路業,2347,聯強,262831609,277238028,3.8035295009613,-5.1964079761813915,32485951,-12.095367009572845,-6.4413837249162045,28556656,30522743,109/10
967835680,其他,2348,海悅,2687860,1022408,5.71384000778198,162.89504776957926,346859,9.490599926771397,142.07721677938335,379778,156883,109/10
6936796630,光電業,2349,錸德,5439480,6529168,-1.43022239208221,-16.68953839141526,573929,0.17057859073160617,-7.78484606426901,574908,623442,109/10
1821402490,半導體業,2351,順德,6853570,7351596,1.3336044549942,-6.774392934541017,762367,-3.52048291702028,10.408804748223469,735528,666186,109/10
19667819580,電腦及週邊設備業,2352,佳世達,152628350,140225130,1.43451976776123,8.845219113007776,19726029,-8.42740320416238,10.594503935355283,18063637,16333214,109/10
30478538280,電腦及週邊設備業,2353,宏碁,220002539,190520553,1.27520310878754,15.474438602957445,29514820,-13.544924210955717,43.1990435087359,25517060,17819295,109/10
14144851920,其他電子業,2354,鴻準,82158234,84533791,4.6022047996521,-2.8101862839677922,13589806,-11.945777592410076,8.280445895012724,11966398,11051301,109/10
3974954200,電子零組件業,2355,敬鵬,12384627,15042946,1.28463518619537,-17.67153189275558,1416913,-6.990902052560743,-14.534245758029328,1317858,1541972,109/10
35874750660,電腦及週邊設備業,2356,英業達,424923561,419550561,1.68573594093323,1.2806561352685213,51949735,-18.948038907224454,-12.59866730560452,42106279,48175786,109/10
7427602800,電腦及週邊設備業,2357,華碩,330058415,283970025,16.7989196777344,16.230019347992805,47041752,-15.81234474430289,32.326905228565884,39603348,29928417,109/10
946161720,其他,2358,廷鑫,1351511,1377149,0.115713268518448,-1.8616721937858576,194839,-3.427445224005461,10.098770055353361,188161,170902,109/10
1714710520,其他電子業,2359,所羅門,2828196,3145157,1.26688230037689,-10.07774810605639,366985,-36.40911753886399,-18.716780561883066,233369,287106,109/10
4210944370,其他電子業,2360,致茂,12608027,10929573,3.53774809837341,15.356995190937468,1322605,-5.231040257673304,-16.31303551267337,1253419,1497747,109/10
6697630000,電腦及週邊設備業,2362,藍天,16811459,18603360,1.49840533733368,-9.632136345262362,2046154,-0.36326688997993306,1.932788150779175,2038721,2000064,109/10
6309674730,半導體業,2363,矽統,128253,193415,-0.637750267982483,-33.69025153168058,11927,11.335625052402113,3.041825095057034,13279,12887,109/10
1959324330,電腦及週邊設備業,2364,倫飛,696391,673863,-0.733163237571716,3.343112769212733,98471,-7.359527170435966,-13.43493196181511,91224,105382,109/10
2345384960,電腦及週邊設備業,2365,昆盈,1367231,1330476,-0.463411182165146,2.762545134222639,229285,-19.061430097913078,18.49515368996386,185580,156614,109/10
6194071750,電子零組件業,2367,燿華,11176670,18679004,1.83455836772919,-40.164529115149826,1422847,3.4393016255437163,-26.602417689829544,1471783,2005220,109/10
5464878410,電子零組件業,2368,金像電,19587831,15152657,-0.408628314733505,29.269942558588898,2066798,-13.285091237750375,2.224592464151675,1792222,1753220,109/10
3801023440,半導體業,2369,菱生,4423234,3895583,-1.33272814750671,13.54485323506135,459608,6.212685592940071,12.80045105206971,488162,432766,109/10
23395366850,電機機械,2371,大同,26475292,27352683,1.03073275089264,-3.2076962980194668,2478018,-5.091488439551287,-15.487233518061084,2351850,2782834,109/10
2362025180,其他電子業,2373,震旦行,10488173,11327022,4.74276208877563,-7.405732945517365,1231402,-10.275929387803496,1.9293307538809412,1104864,1083951,109/10
2823628120,光電業,2374,佳能,2850570,5823740,-1.74129116535187,-51.05258819933582,431285,-16.09631682066383,-19.217048483522568,361864,447946,109/10
1358441680,電子零組件業,2375,凱美,3631370,3802036,2.47536778450012,-4.488805471594693,429859,-11.111550531685971,10.387096587806703,382095,346141,109/10
6356888860,電腦及週邊設備業,2376,技嘉,68497393,51789475,2.79788017272949,32.261222960842915,7931867,-7.22451599352334,27.3089097732589,7358828,5780293,109/10
8448561990,電腦及週邊設備業,2377,微星,118435796,100257017,6.12240171432495,18.132176224632737,13640345,1.455285771730847,17.17050214607464,13838851,11810866,109/10
5106848750,半導體業,2379,瑞昱,63116653,49745221,11.3341732025146,26.879832336054953,8173239,-8.950662032518565,30.879221880598266,7441680,5685914,109/10
1794440840,電腦及週邊設備業,2380,虹光,1277267,1316696,-1.97188413143158,-2.9945408811145473,178860,6.056692385105669,79.71861676930365,189693,105550,109/10
38626274320,電腦及週邊設備業,2382,廣達,878167403,827966490,3.18240547180176,6.063157580205933,112374677,-19.609094849723128,-5.654661821450816,90339020,95753560,109/10
3329182990,電子零組件業,2383,台光電,22159310,20394181,8.96239471435547,8.655061951249722,2614778,-5.313835438419629,7.126513869838564,2475833,2311130,109/10
7394603000,電子零組件業,2385,群光,78351326,77194248,4.27181005477905,1.4989173804763276,9657558,-9.668821041509664,-5.995761947069057,8723786,9280205,109/10
1962979520,電腦及週邊設備業,2387,精元,16366175,10382861,0.16747060418129,57.62683329768163,2290523,-16.54613378691242,51.17721028447601,1911530,1264430,109/10
4933034410,半導體業,2388,威盛,5248764,4552864,0.040196567773819,15.2848844156118,674952,-25.911472223209948,15.027913813369647,500062,434731,109/10
2140216020,其他電子業,2390,云辰,436944,519543,-1.47408282756805,-15.898395320502827,45606,-9.571109064596763,-11.465802241209051,41241,46582,109/10
5123269400,電子零組件業,2392,正崴,71290653,80560688,3.66112923622131,-11.50689651508438,9018174,-0.7743252680642445,-19.773070877874616,8948344,11153791,109/10
4433930860,光電業,2393,億光,17816133,17270227,1.26859223842621,3.160965979196452,2081342,-15.257848061491096,-0.2069669441313725,1763774,1767432,109/10
7713500110,電腦及週邊設備業,2395,研華,42172834,45447526,7.09521389007568,-7.2054351209348555,4350336,-11.90048308912231,-19.964211125541098,3832625,4788639,109/10
1146888570,電腦及週邊設備業,2397,友通,6924004,5513268,4.72072267532349,25.58801785075567,767803,-13.135009891860282,-7.772808858872563,666952,723162,109/10
1781000000,電腦及週邊設備業,2399,映泰,1863014,1855335,0.0675219595432281,0.4138875189655776,281011,-16.64988203308767,18.730388851996977,234223,197273,109/10
5919949190,半導體業,2401,凌陽,5206519,4630838,-0.432779520750046,12.431464888212458,703519,-11.798970603494718,40.32614791764664,620511,442192,109/10
3075365330,電子零組件業,2402,毅嘉,4342353,5209705,0.996378064155579,-16.648773778937578,637721,-4.237589792401379,9.80105540422701,610697,556185,109/10
1905866980,其他電子業,2404,漢唐,31612325,18855894,13.5095462799072,67.65222057357768,3896920,-28.038322572698437,32.77544040067157,2804289,2112054,109/10
3434273030,電腦及週邊設備業,2405,浩鑫,1404660,2721438,0.165016084909439,-48.385375672714204,153911,-14.397931271968865,-47.83770622260758,131751,252579,109/10
2859056890,光電業,2406,國碩,7808976,7006671,-1.16854608058929,11.450587590026705,1269535,-31.805424820898992,36.30722869751822,865754,635149,109/10
30926118940,半導體業,2408,南亞科,51030128,43134020,4.02742671966553,18.305986782590633,5546635,-13.496489312889707,6.102579990451278,4798034,4522071,109/10
96242451150,光電業,2409,友達,216145597,226799188,-1.67292296886444,-4.697367346835475,26078254,-1.353687252221717,28.782631579974932,25725236,19975703,109/10
77574465450,通信網路業,2412,中華電,164837233,169826175,2.86710286140442,-2.9376755379434294,18872533,-11.468990410561211,-4.736018031916771,16708044,17538679,109/10
1273592000,電子零組件業,2413,環科,3067854,3005244,-1.58428037166595,2.0833582897095875,390879,-10.945330908030362,12.489699366935211,348096,309447,109/10
1617358460,電子通路業,2414,精技,17863255,15473319,1.59406363964081,15.445529171860285,2135663,-22.812494293341224,-12.088196316531876,1648465,1875135,109/10
800000000,電子零組件業,2415,錩新,1535055,1835041,1.07168138027191,-16.347645638435328,180183,9.344388760315901,19.560402216194237,197020,164787,109/10
1928923300,電腦及週邊設備業,2417,圓剛,5769777,2416351,-0.23472186923027,138.7805827878483,1229481,-23.278196247034316,275.0840010338589,943280,251485,109/10
3289862290,通信網路業,2419,仲琦,7771122,8756600,1.0326281785965,-11.254116894685152,1103166,-30.436579807572024,-15.35379005225034,767400,906597,109/10
1526486880,電子零組件業,2420,新巨,1999172,2204826,3.1674439907074,-9.327448061661102,226361,-6.67915409456576,-17.066659338157063,211242,254713,109/10
2509297320,電子零組件業,2421,建準,10439726,9420948,3.15083479881287,10.813964794201178,1231150,-14.402956585306422,3.058218816377783,1053828,1022556,109/10
1450472890,其他電子業,2423,固緯,1809473,2087618,1.93124330043793,-13.323558237187072,211779,-5.854215951534383,-11.206266923186547,199381,224544,109/10
189670000,電腦及週邊設備業,2424,隴華,13192,18284,-3.58170485496521,-27.849485889302123,740,16.216216216216218,-63.682432432432435,860,2368,109/10
1014988310,電腦及週邊設備業,2425,承啟,3505462,3769673,1.16555678844452,-7.0088572669300495,633953,-34.908739291398575,13.456785031825243,412648,363705,109/10
3006222520,光電業,2426,鼎元,1982599,2102984,0.586051344871521,-5.724484827274007,211803,-5.588683824119583,1.0414087567267123,199966,197905,109/10
1843144630,資訊服務業,2427,三商電,2201568,2055229,0.419027715921402,7.120325764184916,243950,-4.732937077269932,2.2909431819682307,232404,227199,109/10
1281127260,電子零組件業,2428,興勤,4754533,4780888,5.68777465820313,-0.5512574233071346,547277,-1.1171673576634866,10.622488235847245,541163,489198,109/10
397482000,電子零組件業,2429,銘旺科,684420,755735,-4.37430381774902,-9.436508829153077,86500,-2.1734104046242773,-28.261385601410694,84620,117956,109/10
1664688250,電子通路業,2430,燦坤,15958601,15987772,1.50534498691559,-0.18245819367451574,1450399,-2.787301976904286,5.39577272333135,1409972,1337788,109/10
1109270140,電子零組件業,2431,聯昌,1912137,2540581,-0.156617969274521,-24.736231594269185,215020,-14.355408799181472,-34.282471923745355,184153,280219,109/10
1444960110,其他電子業,2433,互盛電,3352562,3593674,4.06576681137085,-6.709345366329834,346198,0.5794372006770692,-1.7818408500483751,348204,354521,109/10
270000000,半導體業,2434,統懋,108941,141030,-4.13742971420288,-22.753314897539532,11126,11.801186410210319,-14.596635770683145,12439,14565,109/10
1780099610,半導體業,2436,偉詮電,2093206,1923676,1.22418081760406,8.812814631985844,256001,-9.823399127347159,14.641777036187298,230853,201369,109/10
952159400,光電業,2438,翔耀,323569,351962,-0.429382652044296,-8.067064058051722,31462,-4.5070243468310975,-26.101928374655646,30044,40656,109/10
2089384470,通信網路業,2439,美律,25936421,31243766,10.395923614502,-16.9868926812472,4964147,-15.633441153132653,21.14967339678624,4188080,3456947,109/10
1391172710,電子零組件業,2440,太空梭,2285224,2218576,0.560151696205139,3.004089109410721,269219,6.16932683057288,21.0069091648039,285828,236208,109/10
5688459210,半導體業,2441,超豐,11963664,9869910,3.15888619422913,21.213506506138355,1264132,4.58401496046299,23.352407325681966,1322080,1071791,109/10
2400593350,電腦及週邊設備業,2442,新美齊,3743957,3653537,0.567080616950989,2.474862030957946,398053,6.988265381745647,19.436178894850055,425870,356567,109/10
1456870000,其他,2443,億麗,402458,749024,-1.49050533771515,-46.26901140684411,23552,13.064707880434783,-41.71427320682032,26629,45687,109/10
1055575730,通信網路業,2444,兆勁,1396634,1242894,-0.340022653341293,12.369518237275262,184477,-15.019216487692233,-3.781355297641333,156770,162931,109/10
10887014100,光電業,2448,晶電,11749015,13320517,-3.73565173149109,-11.797605153013205,1399992,-0.1903582306184607,2.206096406727493,1397327,1367166,109/10
12227450650,半導體業,2449,京元電子,24257017,20763120,1.51948988437653,16.827418037366254,2389741,-6.484803164861799,-5.7385184288480655,2234771,2370821,109/10
2582526570,通信網路業,2450,神腦,21712907,24267610,1.87543928623199,-10.527213021801488,2254093,2.147471288895356,-12.00036537540603,2302499,2616487,109/10
4290616750,半導體業,2451,創見,9437172,11363227,4.66438817977905,-16.94989460300318,995864,-2.9835399211137266,-16.214242725401128,966152,1153122,109/10
1000000000,資訊服務業,2453,凌群,4415439,4393418,1.11688423156738,0.5012270628471955,610851,-2.4701604810338362,11.143820845179729,595762,536028,109/10
15900621830,半導體業,2454,聯發科,256179598,203515976,10.097954750061,25.876898234269333,37866211,-19.614782688450134,38.34184504539095,30438836,22002624,109/10
1849059180,通信網路業,2455,全新,2117371,2064447,2.44009160995483,2.563592090278898,220135,4.300088582006496,-17.06244852548079,229601,276836,109/10
2565480970,電子零組件業,2456,奇力新,14388978,13189985,4.20006227493286,9.090177130603257,1626522,-9.055948828235953,12.78354571384785,1479225,1311561,109/10
3376884160,電子零組件業,2457,飛宏,7443704,8956810,-0.128792613744736,-16.893358238033407,954309,-9.51138467729006,4.399690986750875,863541,827149,109/10
3038803920,半導體業,2458,義隆,11884381,7765011,8.25564289093018,53.05040778435472,1717919,-16.662310621164327,44.61222069698356,1431674,990009,109/10
1055956150,電子通路業,2459,敦吉,5209636,6279952,3.84725832939148,-17.0433786755058,623455,-4.1950100648803845,-5.542508962614,597301,632349,109/10
1692000000,電子零組件業,2460,建通,2698732,2820403,-1.22945857048035,-4.313957969836226,358318,-4.286415976869708,23.078772653866857,342959,278650,109/10
1593246310,其他電子業,2461,光群雷,4508435,4297413,-0.941136479377747,4.910442631415691,504961,7.595636098629399,25.511340272868818,543316,432882,109/10
